904.43, 38.9841, 15
3, 342.857839, 18.040718, 365.343722, 29.998680, 465.256343, 27.034134, 332.834605, 26.187870, 352.149647, 18.841438, 364.634860, 29.165947, 459.512052, 25.879715, 332.827633, 16.606979, 1507.708350, 51.630701, 28, 0, 2, 0.000010, 2204.000000, 1533254422204.000000, 1533254434220, 0.000000, 0.000000, 31.704697, 220.000000, 1124.000000, 10.894436, 106.036853, 37.844405, 213.000000, 1124.000000, 1.668215, 213.304629, 18.331169, 206.500000, 1124.000000, 0.000000, 0.000000, 16.246086, 207.000000, 1841.000000, 
4, 0.000000, 1.000000, 5, 0, 1, 0.000002, 2204.000000, 1533254436251.000000, 1533254440145, 
5, 131.924833, 3.172752, 237.329058, 22.873663, 202.091762, 34.383171, 361.480304, 29.894051, 132.901592, 4.676048, 235.840786, 23.207882, 203.162131, 32.713577, 359.600093, 13.201087, 932.165280, 46.161819, 21, 0, 7, 0.000009, 2204.000000, 1533254442330.000000, 1533254453869, 9.034676, 231.744996, 3.782528, 132.019259, 4733.000000, 0.000000, 0.000000, 29.198472, 255.500000, 6883.000000, 10.726651, 164.562010, 6.037390, 125.500000, 6883.000000, 0.000000, 0.000000, 0.991216, 92.000000, 6883.000000, 
6, 249.706365, 1.176777, 267.671170, 15.291828, 510.001959, 31.436369, 154.576932, 18.749763, 248.835486, 0.647785, 265.390983, 16.650696, 509.321989, 31.579157, 155.346121, 24.075500, 1180.425503, 34.327369, 22, 0, 6, 0.000013, 2204.000000, 1533254456628.000000, 1533254471872, 0.000000, 0.000000, 13.530090, 94.000000, 8476.000000, 0.000000, 0.000000, 13.473602, 94.000000, 10560.000000, 0.000000, 0.000000, 25.182615, 260.500000, 10560.000000, 0.000000, 0.000000, 21.072315, 154.777434, 10560.000000, 
7, 237.399438, 32.784279, 60.094167, 34.355656, 427.046124, 36.431129, 110.433219, 20.422157, 242.037706, 33.060661, 58.494779, 35.036518, 430.947268, 35.081387, 111.350530, 21.893669, 838.901616, 62.996611, 20, 0, 0, 0.000010, 2204.000000, 1533254474305.000000, 1533254486149, 0.000000, 0.000000, 32.780842, 238.500000, 4255.000000, 0.000000, 0.000000, 33.926817, 58.500000, 4255.000000, 15.047449, 73.121767, 11.691374, 154.000000, 4977.000000, 0.000000, 7.843651, 21.718470, 382.434412, 6428.000000, 
8, 378.010763, 23.511677, 230.234737, 37.763847, 535.441136, 34.627857, 36.012803, 15.967934, 381.916229, 26.279617, 230.563696, 37.715645, 548.209194, 36.441132, 33.027006, 25.740709, 1186.707782, 56.935658, 23, 0, 9, 0.000011, 2204.000000, 1533254488687.000000, 1533254501885, 0.000000, 0.000000, 14.971928, 283.000000, 5247.000000, 0.000000, 0.000000, 4.196791, 183.500000, 6597.000000, 0.000000, 0.000000, 23.981506, 383.500000, 7975.000000, 0.000000, 0.000000, 20.806844, 33.776437, 8673.000000, 
9, 378.909764, 23.694004, 230.212229, 38.295826, 536.886136, 34.029491, 35.669993, 15.342072, 382.168362, 25.713562, 229.583343, 38.609077, 547.610760, 36.441132, 33.342383, 25.676815, 1187.191485, 56.680696, 14, 0, 0, 0.000005, 2204.000000, 1533254504316.000000, 1533254511643, 0.000000, 0.000000, 14.598186, 282.903572, 2050.000000, 16.296141, 232.862234, 8.194290, 205.942544, 2050.000000, 0.000000, 208.206888, 24.384672, 211.000000, 2050.000000, 0.000000, 0.000000, 20.708810, 34.000000, 2050.000000, 
10, 147.685003, 17.289429, 542.197425, 8.445437, 194.945530, 31.436369, 367.309124, 29.844849, 149.039927, 18.537079, 539.488728, 8.428091, 197.185382, 29.740221, 364.861020, 13.760785, 1251.356069, 44.508042, 25, 0, 7, 0.000010, 2204.000000, 1533254514128.000000, 1533254526791, 0.000000, 0.000000, 10.679835, 92.443726, 4035.000000, 0.000000, 0.000000, 37.117744, 233.000000, 6016.000000, 0.000000, 0.000000, 4.236621, 36.500000, 8067.000000, 0.000000, 0.000000, 21.680214, 188.000000, 8067.000000, 
11, 274.514053, 27.073685, 251.895631, 34.115143, 517.974943, 33.314808, 376.779474, 2.923615, 277.798665, 27.043900, 250.264257, 33.859631, 150.073816, 0.713726, 496.147193, 7.352380, 1297.724016, 49.713625, 32, 0, 4, 0.000013, 2204.000000, 1533254530375.000000, 1533254545623, 15.677023, 138.470615, 26.609634, 207.500000, 4460.000000, 16.225101, 171.728636, 17.620910, 194.491128, 6496.000000, 0.000000, 0.000000, 32.995651, 217.500000, 6496.000000, 0.000000, 0.000000, 19.184584, 13.000000, 7854.000000, 
1, 275.019516, 42.233711, 399.572110, 22.932104, 366.170066, 5.995392, 508.824844, 44.124687, 276.831369, 42.294502, 401.082214, 22.258297, 373.188338, 5.542854, 513.147067, 0.962608, 1556.917762, 58.642947, 26, 0, 4, 0.000009, 4060.000000, 1533254579952.000000, 1533254593085, 0.000000, 0.000000, 9.580734, 122.500000, 3186.000000, 0.000000, 0.000000, 5.624615, 68.000000, 3186.000000, 0.000000, 0.000000, 9.152181, 97.000000, 6025.000000, 0.000000, 0.000000, 0.686049, 104.500000, 6717.000000, 
2, 244.474965, 25.530615, 312.919300, 41.668076, 395.395474, 11.821487, 57.440926, 21.907394, 241.089984, 25.392813, 318.366470, 38.913315, 391.925819, 13.415688, 53.903861, 23.615896, 1007.758399, 51.463786, 18, 0, 8, 0.000010, 4060.000000, 1533254593609.000000, 1533254607987, 16.777140, 214.849045, 21.096830, 150.000000, 7927.000000, 16.650753, 154.467826, 15.512873, 101.956755, 7927.000000, 16.321299, 263.558635, 9.356578, 110.000000, 8593.000000, 0.000000, 0.000000, 24.081775, 55.000000, 8593.000000, 
1, 89.947313, 40.284645, 113.369425, 34.006691, 3.997460, 16.837471, 48.248789, 15.802509, 89.269010, 40.833492, 112.824098, 32.181530, 3.610527, 16.640015, 49.021625, 15.527786, 255.144123, 54.465658, 25, 1, 6, 0.000010, 6864.000000, 1533254642027.000000, 1533254658522, 0.000000, 0.000000, 33.202742, 111.500000, 1773.000000, 6.223814, 232.716473, 26.766335, 69.000000, 5865.000000, 0.000000, 0.000000, 15.710846, 48.000000, 7254.000000, 0.000000, 0.000000, 15.347898, 3.000000, 7254.000000, 
2, 482.191044, 6.857264, 473.827116, 23.242413, 197.554103, 36.751678, 163.122401, 35.368828, 484.447236, 8.266359, 467.646773, 21.614777, 199.108143, 35.439903, 162.643825, 35.235603, 1315.270321, 52.110091, 44, 0, 4, 0.000016, 6864.000000, 1533254656276.000000, 1533254678992, 0.000000, 0.000000, 7.192684, 118.500000, 4537.000000, 0.000000, 0.000000, 21.382561, 19.000000, 4537.000000, 0.000000, 0.000000, 9.982543, 161.000000, 6547.000000, 
3, 518.981715, 24.732960, 502.601024, 7.760834, 291.443147, 32.005386, 301.161275, 32.285728, 521.853428, 24.519638, 492.024798, 4.881180, 296.600960, 31.041195, 309.399053, 31.892612, 1617.032700, 49.392454, 37, 0, 5, 0.000018, 6864.000000, 1533254676696.000000, 1533254701470, 0.000000, 0.000000, 17.868465, 124.000000, 10842.000000, 0.000000, 0.000000, 5.828979, 34.000000, 10842.000000, 0.000000, 0.000000, 23.027300, 232.000000, 12950.000000, 0.000000, 0.000000, 13.962761, 166.718822, 13646.000000, 
1, 202.060037, 18.434948, 229.534475, 34.923702, 316.357109, 23.460106, 360.734619, 7.736351, 204.744624, 17.978649, 227.784127, 33.581940, 319.591515, 23.583202, 355.441499, 7.410278, 1108.124002, 43.277554, 59, 0, 9, 0.000022, 6604.000000, 1533328918812.000000, 1533328947578, 0.000000, 0.000000, 16.598598, 138.000000, 6544.000000, 0.000000, 0.000000, 5.272455, 59.000000, 10713.000000, 0.000000, 0.000000, 18.248837, 83.500000, 12755.000000, 0.000000, 0.000000, 6.686512, 188.000000, 15563.000000, 
1, 0.485928, 0.228117, 0.401226, 0.419361, 0.055054, 0.246540, 0.281872, 0.187172, 0.364606, 0.000000, 0.435910, 0.305870, 0.466403, 0.307957, 0.394566, 0.141823, 1.442782, 1.540595, 16, 0, 0, 0.000004, 2805.000000, 1533332854285.000000, 1533332861434, 0.000000, 0.000000, 0.035834, 0.000000, 397.000000, 0.000000, 0.000000, 0.082190, 0.000000, 397.000000, 0.000000, 0.000000, 0.109638, 0.000000, 397.000000, 0.000000, 0.000000, 0.025040, 0.000000, 397.000000, 
1, 0.411989, 0.044244, 0.625061, 0.902655, 138.033735, 4.904034, 0.693901, 0.099243, 0.445081, 0.525635, 0.393170, 0.078815, 332.598044, 12.185730, 321.073355, 17.370224, 397.137168, 3.975088, 32, 2, 6, 0.000013, 6658.000000, 1533332916842.000000, 1533332936214, 0.000000, 0.000000, 0.022808, 0.000000, 406.000000, 1.582395, 0.000000, 0.314371, 0.502477, 406.000000, 0.000000, 139.647200, 1.871971, 2.985819, 406.000000, 0.000000, 0.000000, 0.126148, 0.335120, 406.000000, 
1, 0.167441, 0.175349, 0.262000, 1.487869, 0.226860, 0.221344, 137.218222, 2.150368, 0.062794, 0.306393, 2.553902, 2.082565, 320.824445, 18.412514, 320.774369, 16.542992, 391.045016, 3.017465, 36, 3, 1, 0.000013, 4296.000000, 1533333084246.000000, 1533333101346, 0.000000, 0.000000, 0.000000, 0.000000, 375.000000, 1.584976, 0.000000, 0.533832, 0.000000, 375.000000, 0.000000, 0.000000, 0.028851, 0.000000, 375.000000, 0.000000, 137.071321, 0.098684, 0.000000, 375.000000, 
1, 0.407990, 0.384162, 0.642985, 0.064301, 0.412280, 0.000000, 169.692619, 2.891148, 0.174631, 0.355869, 0.604639, 1.773296, 0.150709, 0.661163, 171.950669, 2.440102, 172.018262, 2.669805, 24, 0, 6, 0.000009, 6589.000000, 1533333179644.000000, 1533333195229, 0.000000, 0.000000, 0.000000, 0.000000, 374.000000, 0.000000, 0.000000, 0.128704, 0.600177, 374.000000, 0.000000, 0.000000, 0.000000, 0.000000, 374.000000, 3.272987, 171.179426, 0.094013, 0.000000, 374.000000, 
1, 0.354875, 0.118149, 0.384143, 0.000004, 293.790455, 19.201996, 281.201633, 23.438873, 0.375511, 0.143936, 0.369701, 0.136097, 294.769244, 18.711037, 279.533094, 22.990509, 575.389328, 22.379511, 35, 1, 4, 0.000013, 11809.000000, 1533333900918.000000, 1533333925518, 0.000000, 0.000000, 0.005508, 0.000000, 373.000000, 0.000000, 0.000000, 0.044066, 0.000000, 373.000000, 6.802391, 139.921847, 0.359360, 0.000000, 373.000000, 0.000000, 0.000000, 0.017094, 0.000000, 373.000000, 
1, 0.142201, 0.635628, 0.285260, 0.170519, 266.662578, 18.923153, 282.160064, 22.427212, 0.903145, 0.008080, 0.530141, 0.147291, 267.718733, 17.727631, 279.851449, 21.451839, 549.126785, 22.078256, 15, 0, 3, 0.000005, 10370.000000, 1533334135199.000000, 1533334150492, 0.000000, 0.000000, 0.112377, 0.000000, 396.000000, 0.000000, 0.000000, 0.000002, 0.000000, 396.000000, 0.000000, 0.000000, 0.101465, 0.000000, 396.000000, 4.118172, 133.765129, 0.776846, 0.000000, 396.000000, 
1, 0.448542, 0.698692, 0.697247, 0.025103, 0.841062, 0.577431, 144.379347, 6.942211, 1.435347, 0.221954, 0.707254, 0.025808, 0.634954, 0.282242, 141.959704, 36.573029, 145.551729, 5.121718, 27, 0, 5, 0.000010, 2225.000000, 1533334203709.000000, 1533334215895, 0.000000, 0.000000, 0.127312, 0.500000, 394.000000, 0.000000, 0.000000, 0.067305, 0.000000, 394.000000, 0.000000, 0.000000, 0.146662, 0.517024, 394.000000, 67.448463, 117.353929, 6.993734, 34.000000, 394.000000, 
1, 0.303667, 0.464546, 0.246578, 0.000000, 0.121365, 0.118134, 0.793514, 0.170016, 0.524872, 0.051249, 0.103777, 0.234642, 0.296728, 0.077484, 0.818940, 0.462985, 1.604720, 1.376348, 20, 0, 0, 0.000006, 2335.000000, 1533577255368.000000, 1533577263285, 0.000000, 0.000000, 0.061685, 0.000000, 418.000000, 0.000000, 0.000000, 0.074562, 0.000000, 418.000000, 0.000000, 0.000000, 0.145321, 0.000000, 418.000000, 0.000000, 0.000000, 0.015377, 0.199135, 418.000000, 
1, 48.044458, 0.693409, 189.339656, 43.341129, 235.977705, 17.125557, 153.611652, 0.145420, 46.900855, 0.949568, 183.106652, 41.344791, 233.724865, 18.783382, 149.841436, 1.040926, 620.273640, 31.652758, 83, 4, 17, 0.000034, 7968.000000, 1533577294822.000000, 1533577336915, 0.000000, 0.000000, 0.397671, 42.500000, 3000.000000, 20.177307, 401.922641, 3.769993, 23.000000, 8909.000000, 4.700624, 436.975025, 27.303585, 63.500000, 16666.000000, 0.000000, 0.000000, 5.944258, 186.391290, 21391.000000, 
1, 19.920889, 2.117149, 58.577288, 17.898018, 149.022046, 2.644936, 490.554764, 4.385265, 19.497300, 2.707726, 60.397506, 16.909271, 148.421909, 2.135731, 482.137133, 5.059532, 714.264417, 14.522684, 28, 3, 11, 0.000013, 16504.000000, 1533578091116.000000, 1533578120699, 0.000000, 0.000000, 1.587124, 19.703404, 5873.000000, 0.000000, 0.000000, 17.123459, 59.000000, 7331.000000, 0.000000, 0.000000, 36.692274, 170.000000, 9477.000000, 0.000000, 0.000000, 2.424978, 148.500000, 10795.000000, 
2, 127.050507, 8.358086, 59.836738, 14.202487, 138.834836, 14.374969, 459.962054, 13.659050, 126.841497, 9.380417, 59.464602, 13.067437, 139.163794, 15.638939, 451.938164, 12.020859, 781.546096, 26.297296, 37, 6, 13, 0.000022, 16504.000000, 1533578121625.000000, 1533578160424, 5.683739, 135.339017, 8.236702, 24.000000, 10873.000000, 0.000000, 0.000000, 13.488268, 59.000000, 13612.000000, 0.000000, 0.000000, 24.673418, 142.380890, 17806.000000, 0.000000, 0.000000, 1.639280, 134.500000, 17806.000000, 
1, 92.896066, 4.033051, 67.012963, 8.575226, 46.015606, 18.059713, 48.237478, 12.300541, 91.475218, 2.457077, 66.296106, 8.697834, 45.496642, 17.781393, 46.734617, 12.409557, 252.082349, 22.484265, 24, 5, 13, 0.000013, 3450.000000, 1533578179454.000000, 1533578195926, 38.429276, 391.455055, 0.693707, 0.000000, 376.000000, 24.732224, 313.755395, 0.942619, 0.000000, 376.000000, 5.516169, 197.176456, 0.436149, 0.000000, 376.000000, 12.437502, 47.282378, 0.428507, 0.000000, 376.000000, 
2, 525.469302, 0.629608, 350.934412, 17.764065, 99.828733, 7.098396, 98.182048, 13.332783, 518.287998, 0.909386, 353.306604, 18.975899, 101.036985, 8.216110, 97.676781, 13.257427, 1072.361432, 20.412426, 28, 2, 12, 0.000018, 3450.000000, 1533578197337.000000, 1533578219242, 0.000000, 0.000000, 12.940180, 97.500000, 7626.000000, 0.000000, 0.000000, 17.994183, 131.000000, 9671.000000, 0.000000, 0.000000, 1.866062, 155.500000, 13863.000000, 0.000000, 0.000000, 13.326866, 100.500000, 13863.000000, 
3, 469.791104, 34.637020, 467.953259, 3.549122, 42.276686, 17.326132, 31.999323, 9.856472, 473.242279, 36.316246, 470.391410, 4.044479, 42.166939, 16.809458, 30.808996, 10.180611, 1014.314997, 33.684373, 20, 2, 10, 0.000012, 3450.000000, 1533578220982.000000, 1533578236654, 0.000000, 7.032456, 12.461945, 35.000000, 7864.000000, 0.000000, 0.000000, 11.874483, 214.000000, 7864.000000, 9.655113, 49.260178, 3.074944, 299.000000, 7864.000000, 0.000000, 0.000000, 17.391169, 43.000000, 9810.000000, 


1, 48.626390, 13.059525, 49.339848, 13.288654, 83.505811, 17.971233, 53.899037, 1.930586, 49.828237, 14.215855, 50.916245, 13.812319, 82.662721, 17.001106, 54.931850, 0.889614, 236.855069, 24.124999, 41, 4, 17, 0.000020, 11288.000000, 1533578362183.000000, 1533578393779, 0.000000, 0.000000, 12.879560, 49.500000, 6709.000000, 0.000000, 0.000000, 1.517063, 83.000000, 9517.000000, 0.000000, 0.000000, 0.572882, 54.500000, 12263.000000, 0.000000, 0.000000, 12.343189, 48.500000, 17114.000000, 
2, 9.070310, 41.563629, 25.723604, 42.397446, 108.941655, 0.381615, 47.432643, 1.276581, 9.493051, 3.416588, 26.307396, 41.983253, 108.510368, 0.000000, 47.928639, 1.332222, 191.703833, 43.809635, 42, 21, 17, 0.000026, 23841.000000, 1533578657304.000000, 1533578707464, 0.000000, 0.000000, 22.195137, 8.000000, 10103.000000, 0.000000, 0.000000, 41.770142, 25.371234, 15455.000000, 21.183781, 6.672763, 0.180328, 108.542285, 17633.000000, 0.000000, 0.000000, 0.182686, 46.797698, 21138.000000, 
3, 3.644626, 0.315676, 22.962667, 40.760872, 30.015119, 2.708855, 34.951753, 34.968422, 3.382470, 0.192065, 23.033465, 40.662834, 30.236102, 42.510445, 34.593242, 35.362465, 91.409722, 40.376912, 36, 22, 16, 0.000035, 23841.000000, 1533578689561.000000, 1533578748146, 0.000000, 0.000000, 0.142497, 3.000000, 20017.000000, 0.000000, 0.000000, 40.019505, 22.000000, 24804.000000, 0.000000, 0.000000, 22.748940, 30.000000, 28825.000000, 0.000000, 0.000000, 34.737757, 34.342277, 31669.000000, 
4, 7.300572, 0.654033, 27.015454, 39.604744, 16.273697, 4.992271, 31.536998, 3.720486, 7.928810, 0.274798, 26.558425, 39.576057, 16.073126, 41.009094, 34.211610, 6.276581, 83.449345, 25.485767, 38, 42, 16, 0.000042, 23841.000000, 1533578731605.000000, 1533578797132, 0.000000, 6.106306, 0.280746, 7.366185, 18614.000000, 0.000000, 0.000000, 39.225716, 26.328613, 31916.000000, 0.000000, 0.000000, 22.788132, 16.000000, 37231.000000, 0.000000, 0.000000, 4.509895, 32.000000, 40001.000000, 

1, 26.535920, 10.800652, 24.534794, 15.710609, 127.182626, 23.648384, 94.822742, 11.600998, 26.534638, 11.065773, 23.598307, 14.356777, 126.747954, 24.884487, 90.548431, 11.446941, 270.252706, 31.880322, 55, 18, 19, 0.000031, 29372.000000, 1533579102910.000000, 1533579163315, 0.000000, 0.000000, 7.083103, 24.500000, 8131.000000, 0.000000, 0.000000, 11.193264, 92.000000, 15232.000000, 7.528661, 274.719477, 12.120879, 115.024754, 16615.000000, 0.000000, 0.000000, 1.360924, 126.500000, 26478.000000, 
2, 12.780726, 6.799910, 20.861818, 10.034386, 48.679069, 14.314472, 36.606454, 15.936275, 13.259904, 7.334380, 20.800616, 10.534515, 49.714171, 15.745865, 34.270027, 15.409336, 118.486392, 24.542522, 57, 11, 12, 0.000037, 29372.000000, 1533579138734.000000, 1533579205188, 0.000000, 0.000000, 9.909733, 20.500000, 22254.000000, 31.179707, 168.569646, 8.251518, 145.000000, 24177.000000, 0.000000, 0.000000, 14.532236, 48.889080, 30381.000000, 0.000000, 0.000000, 7.854412, 13.500000, 33872.000000, 
3, 15.020076, 1.845911, 67.499009, 9.757790, 15.964828, 33.439377, 48.598513, 14.851631, 15.482284, 2.094524, 67.877072, 9.897141, 16.791145, 34.622467, 47.770467, 14.754131, 147.501698, 30.947354, 40, 15, 11, 0.000033, 29372.000000, 1533579180520.000000, 1533579242402, 0.000000, 0.000000, 9.030560, 67.000000, 19496.000000, 0.000000, 5.447363, 9.167826, 47.500000, 22964.000000, 0.000000, 0.000000, 33.466070, 16.273953, 25071.000000, 0.000000, 0.000000, 2.025538, 16.000000, 29399.000000, 
4, 18.349916, 0.394231, 14.971507, 8.790131, 70.214634, 27.613037, 74.878888, 15.712654, 18.797910, 0.067966, 15.255552, 7.954437, 69.302098, 28.768127, 70.369018, 15.538952, 176.069762, 27.255026, 32, 21, 15, 0.000032, 29372.000000, 1533579218751.000000, 1533579280306, 0.000000, 0.000000, 9.005558, 14.500000, 15084.000000, 19.985609, 16.373677, 5.637407, 76.000000, 18451.000000, 0.000000, 26.766632, 26.669127, 70.016824, 21093.000000, 0.000000, 0.000000, 0.376184, 18.000000, 29792.000000, 
5, 23.692707, 1.545066, 16.198998, 15.893105, 104.221204, 19.615562, 278.929638, 9.462322, 23.920738, 0.849663, 16.856163, 15.588753, 119.611101, 15.933720, 100.357777, 5.322083, 341.894163, 24.258028, 59, 8, 13, 0.000036, 29372.000000, 1533579256195.000000, 1533579322010, 0.000000, 0.000000, 6.980942, 16.000000, 21947.000000, 1.816339, 2.979353, 18.429644, 101.000000, 25311.000000, 0.000000, 0.000000, 1.483144, 23.500000, 30024.000000, 0.000000, 0.000000, 9.216059, 120.500000, 33323.000000, 
6, 21.862152, 39.655334, 21.948063, 10.488800, 67.824593, 14.618420, 66.184024, 23.921711, 22.452728, 5.194429, 21.547802, 11.292435, 66.090036, 15.281734, 61.055206, 24.891933, 174.482302, 45.342133, 35, 11, 14, 0.000030, 29372.000000, 1533579297601.000000, 1533579356749, 0.000000, 0.000000, 11.009048, 21.000000, 14312.000000, 15.555805, 38.230594, 0.234653, 82.000000, 17715.000000, 4.425655, 30.276187, 10.959932, 66.673055, 19659.000000, 0.000000, 0.000000, 22.975048, 21.500000, 26562.000000, 
7, 24.615700, 39.178680, 21.644522, 1.863251, 61.839229, 1.499123, 87.097393, 13.293369, 24.251240, 5.194429, 21.673599, 2.136688, 59.788186, 1.080711, 82.950408, 12.788872, 191.930138, 28.917212, 39, 12, 13, 0.000031, 29372.000000, 1533579332486.000000, 1533579392971, 0.000000, 0.000000, 2.483879, 21.000000, 15096.000000, 0.000000, 0.000000, 10.980278, 84.000000, 17702.000000, 0.000000, 0.000000, 1.043163, 60.500000, 23740.000000, 0.000000, 0.000000, 22.953850, 24.500000, 27273.000000, 

1, 95.965911, 26.785980, 40.688537, 6.243324, 42.548641, 0.731895, 90.136654, 1.950222, 95.820796, 26.108551, 41.110508, 5.360043, 42.151165, 2.125290, 87.554749, 4.363392, 267.988480, 18.855711, 64, 9, 11, 0.000028, 13836.000000, 1533579697582.000000, 1533579739500, 0.000000, 0.000000, 0.924007, 42.500000, 7284.000000, 0.000000, 0.000000, 5.216440, 40.000000, 12140.000000, 0.000000, 0.000000, 26.339287, 93.500000, 19863.000000, 0.000000, 0.000000, 1.957056, 88.530268, 24180.000000, 
2, 86.221066, 7.995609, 53.787879, 16.406349, 51.435355, 0.334412, 113.795775, 8.710396, 85.680608, 7.515598, 54.083736, 14.985027, 50.712439, 0.196930, 110.091180, 7.366604, 302.904019, 17.723383, 38, 15, 11, 0.000031, 13836.000000, 1533579731036.000000, 1533579775748, 0.000000, 0.000000, 0.118130, 50.000000, 15056.000000, 0.000000, 0.000000, 15.130178, 53.745766, 18290.000000, 0.000000, 0.000000, 7.872343, 112.000000, 22221.000000, 0.000000, 0.000000, 7.669470, 85.500000, 26342.000000, 
3, 81.528649, 0.150078, 54.980017, 27.659828, 51.591155, 2.073410, 119.047583, 14.507256, 81.509097, 44.847954, 54.993574, 26.816101, 51.163385, 1.133781, 117.438202, 14.889858, 306.125831, 23.195286, 47, 9, 10, 0.000032, 13836.000000, 1533579767287.000000, 1533579812793, 0.000000, 0.000000, 1.762344, 50.500000, 15060.000000, 0.000000, 0.000000, 27.125248, 54.000000, 19145.000000, 2.246691, 87.095414, 11.165453, 164.500000, 21793.000000, 0.000000, 0.000000, 23.931403, 81.000000, 26514.000000, 
4, 81.544146, 19.225273, 45.519481, 26.290474, 44.560661, 4.244225, 140.177938, 2.563770, 80.376049, 19.283363, 45.776493, 25.654816, 43.801129, 4.746147, 136.794167, 3.266117, 309.275032, 27.161871, 52, 17, 17, 0.000038, 13836.000000, 1533579803613.000000, 1533579855856, 0.000000, 2.685249, 2.000450, 39.500000, 17172.000000, 13.930149, 0.000000, 12.605051, 45.031972, 20463.000000, 132.073486, 0.000000, 8.127575, 80.500000, 27765.000000, 10.436853, 17.909771, 2.339088, 138.010869, 33145.000000, 
5, 166.860031, 13.701710, 57.495429, 35.110847, 68.638250, 1.981438, 106.686584, 14.924225, 165.313332, 13.652859, 57.599259, 32.883484, 67.866051, 3.868111, 106.087042, 15.000896, 398.272988, 33.859110, 48, 12, 20, 0.000037, 13836.000000, 1533579846935.000000, 1533579897281, 4.299793, 12.537825, 1.524326, 52.500000, 15787.000000, 176.878273, 0.000000, 18.220263, 56.934892, 18617.000000, 31.254548, 11.438828, 2.001926, 109.000000, 24006.000000, 0.000000, 0.000000, 1.453198, 156.000000, 28123.000000, 
6, 151.671592, 18.128292, 52.268197, 26.184563, 61.324459, 2.267715, 111.066892, 0.542255, 151.250803, 18.308365, 51.375818, 25.243073, 60.435571, 1.951248, 109.548996, 1.421444, 374.471163, 24.561413, 79, 9, 10, 0.000042, 13836.000000, 1533579890604.000000, 1533579946770, 0.000000, 0.000000, 2.207443, 60.500000, 18560.000000, 0.000000, 0.000000, 24.815422, 51.349224, 21864.000000, 53.425921, 208.784723, 4.659557, 165.500000, 23871.000000, 0.000000, 0.000000, 42.281374, 149.500000, 36579.000000, 
7, 163.669881, 6.701469, 49.012229, 6.297889, 78.429902, 4.613876, 110.312289, 2.963772, 164.901895, 7.391533, 49.883941, 6.270310, 76.991989, 4.229980, 107.967759, 2.051044, 400.584943, 11.288503, 58, 22, 18, 0.000042, 13836.000000, 1533579938749.000000, 1533579994911, 0.000000, 0.000000, 4.805672, 77.500000, 19052.000000, 6.432201, 0.000000, 0.575650, 48.500000, 22955.000000, 0.000000, 0.000000, 16.919840, 163.500000, 29815.000000, 0.000000, 13.733368, 2.591372, 108.834435, 35220.000000, 
8, 151.803847, 13.864391, 32.117560, 21.580109, 62.308266, 6.868446, 114.030309, 12.691345, 150.162048, 14.178493, 31.625558, 20.466660, 61.156912, 6.249191, 112.797759, 12.100388, 358.001130, 28.502146, 42, 16, 12, 0.000033, 13836.000000, 1533579986774.000000, 1533580033846, 25.888393, 18.258471, 8.855711, 50.000000, 15180.000000, 0.000000, 0.000000, 20.342102, 31.000000, 22629.000000, 0.000000, 0.000000, 12.435343, 112.500000, 26035.000000, 0.000000, 0.000000, 6.718596, 150.500000, 29401.000000, 
9, 172.565297, 1.192749, 60.766852, 34.420570, 52.142969, 8.779327, 106.938342, 0.037655, 169.782235, 1.066803, 61.656929, 33.471649, 50.346665, 35.059425, 108.126211, 0.905277, 391.162750, 23.215151, 50, 16, 20, 0.000039, 13836.000000, 1533580025666.000000, 1533580078137, 21.050709, 0.000000, 7.318562, 54.500000, 16473.000000, 88.232965, 52.549504, 2.151525, 60.800316, 19048.000000, 0.000000, 0.000000, 8.286156, 152.000000, 25217.000000, 22.455633, 13.236858, 0.091885, 107.545423, 32609.000000, 

1, 130.402809, 2.138046, 62.924471, 8.817327, 104.431517, 7.494667, 95.446956, 34.543205, 129.672650, 1.497795, 61.478082, 8.400030, 102.241148, 7.523823, 95.181105, 33.662048, 390.889370, 27.496623, 50, 8, 14, 0.000024, 19834.000000, 1533584818463.000000, 1533584862295, 12.610627, 104.331945, 12.816002, 95.000000, 5231.000000, 0.000000, 0.000000, 21.485751, 75.897026, 8138.000000, 34.135668, 64.352041, 0.256100, 136.000000, 13690.000000, 0.000000, 0.000000, 0.895805, 101.500000, 19358.000000, 
2, 116.007327, 14.308815, 77.489455, 0.105000, 175.546693, 21.543510, 140.110507, 5.687111, 115.064200, 30.562218, 77.693425, 0.255203, 171.894201, 21.161261, 139.343044, 38.589157, 506.574426, 21.822218, 112, 22, 16, 0.000061, 19834.000000, 1533584849111.000000, 1533584930224, 65.963409, 324.500346, 13.270901, 115.060063, 29811.000000, 11.569319, 20.909908, 0.019896, 56.500000, 36774.000000, 130.806480, 0.000000, 0.059156, 139.000000, 42250.000000, 0.000000, 0.000000, 14.469013, 150.500000, 47069.000000, 
